Date,Vegetable,Wholesale Price,Retail Price,Shopping Mall Price,Units
04-04-2022,Snake Gourd,20,24,28,1kg
04-04-2022,Sorrel Leaves,12,14,17,1kg
04-04-2022,Spinach,14,17,20,1kg
04-04-2022,Sweet Potato,38,46,54,1kg
03-04-2022,Onion Big,26,31,37,1kg
03-04-2022,Onion Small,31,37,44,1kg
03-04-2022,Tomato,13,16,18,1kg
03-04-2022,Green Chilli,41,49,58,1kg
03-04-2022,Beetroot,20,24,28,1kg
03-04-2022,Potato,21,25,30,1kg
03-04-2022,Raw Banana (Plantain),8,9,11,1kg
03-04-2022,Amaranth Leaves,17,21,24,1kg
03-04-2022,Amla,55,66,78,1kg
03-04-2022,Ash gourd,20,24,28,1kg
03-04-2022,Baby Corn,45,54,64,1kg
03-04-2022,Banana Flower,17,21,24,1kg
03-04-2022,Capsicum,36,43,51,1kg
03-04-2022,Bitter Gourd,27,32,38,1kg
03-04-2022,Bottle Gourd,19,23,27,1kg
03-04-2022,Butter Beans,47,57,67,1kg
03-04-2022,Broad Beans,22,26,31,1kg
03-04-2022,Cabbage,24,29,34,1kg
03-04-2022,Carrot,31,37,44,1kg
03-04-2022,Cauliflower,23,27,33,1kg
03-04-2022,Cluster beans,38,46,54,1kg
03-04-2022,Coconut,23,27,33,1kg
03-04-2022,Colocasia Leaves,16,19,22,1kg
03-04-2022,Colocasia,27,32,38,1kg
03-04-2022,Coriander Leaves,11,13,15,1kg
03-04-2022,Corn,28,34,40,1kg
03-04-2022,Cucumber,15,18,21,1kg
03-04-2022,Curry Leaves,41,49,58,1kg
03-04-2022,Dill Leaves,13,16,18,1kg
03-04-2022,Drumsticks,50,61,71,1kg
03-04-2022,Brinjal,26,31,37,1kg
03-04-2022,Brinjal (Big),22,26,31,1kg
03-04-2022,Elephant Yam,25,30,35,1kg
03-04-2022,Fenugreek Leaves,10,12,14,1kg
03-04-2022,French Beans,26,31,37,1kg
03-04-2022,Garlic,62,75,88,1kg
03-04-2022,Ginger,43,52,61,1kg
03-04-2022,Onion Green,40,48,57,1kg
03-04-2022,Green Peas,47,57,67,1kg
03-04-2022,Ivy Gourd,28,34,40,1kg
03-04-2022,Lemon (Lime),39,47,55,1kg
03-04-2022,Mango Raw,48,58,68,1kg
03-04-2022,Mint Leaves,7,8,10,1kg
03-04-2022,Mushroom,79,95,112,1kg
03-04-2022,Mustard Leaves,17,21,24,1kg
03-04-2022,Ladies Finger,24,29,34,1kg
03-04-2022,Pumpkin,27,32,38,1kg
03-04-2022,Radish,20,24,28,1kg
03-04-2022,Ridge Gourd,22,26,31,1kg
03-04-2022,Shallot (Pearl Onion),33,40,47,1kg
03-04-2022,Snake Gourd,16,19,22,1kg
03-04-2022,Sorrel Leaves,10,12,14,1kg
03-04-2022,Spinach,12,14,17,1kg
03-04-2022,Sweet Potato,39,47,55,1kg
02-04-2022,Onion Big,26,31,37,1kg
02-04-2022,Onion Small,31,37,44,1kg
02-04-2022,Tomato,13,16,18,1kg
02-04-2022,Green Chilli,41,49,58,1kg
02-04-2022,Beetroot,20,24,28,1kg
02-04-2022,Potato,21,25,30,1kg
02-04-2022,Raw Banana (Plantain),8,9,11,1kg
02-04-2022,Amaranth Leaves,17,21,24,1kg
02-04-2022,Amla,55,66,78,1kg
02-04-2022,Ash gourd,20,24,28,1kg
02-04-2022,Baby Corn,45,54,64,1kg
02-04-2022,Banana Flower,17,21,24,1kg
02-04-2022,Capsicum,36,43,51,1kg
02-04-2022,Bitter Gourd,27,32,38,1kg
02-04-2022,Bottle Gourd,19,23,27,1kg
02-04-2022,Butter Beans,47,57,67,1kg
02-04-2022,Broad Beans,22,26,31,1kg
02-04-2022,Cabbage,24,29,34,1kg
02-04-2022,Carrot,31,37,44,1kg
02-04-2022,Cauliflower,23,27,33,1kg
02-04-2022,Cluster beans,38,46,54,1kg
02-04-2022,Coconut,23,27,33,1kg
02-04-2022,Colocasia Leaves,16,19,22,1kg
02-04-2022,Colocasia,27,32,38,1kg
02-04-2022,Coriander Leaves,11,13,15,1kg
02-04-2022,Corn,28,34,40,1kg
02-04-2022,Cucumber,15,18,21,1kg
02-04-2022,Curry Leaves,41,49,58,1kg
02-04-2022,Dill Leaves,13,16,18,1kg
02-04-2022,Drumsticks,50,61,71,1kg
02-04-2022,Brinjal,26,31,37,1kg
02-04-2022,Brinjal (Big),22,26,31,1kg
02-04-2022,Elephant Yam,25,30,35,1kg
02-04-2022,Fenugreek Leaves,10,12,14,1kg
02-04-2022,French Beans,26,31,37,1kg
02-04-2022,Garlic,62,75,88,1kg
02-04-2022,Ginger,43,52,61,1kg
02-04-2022,Onion Green,40,48,57,1kg
02-04-2022,Green Peas,47,57,67,1kg
02-04-2022,Ivy Gourd,28,34,40,1kg
02-04-2022,Lemon (Lime),39,47,55,1kg
02-04-2022,Mango Raw,48,58,68,1kg
02-04-2022,Mint Leaves,7,8,10,1kg
02-04-2022,Mushroom,79,95,112,1kg
02-04-2022,Mustard Leaves,17,21,24,1kg
02-04-2022,Ladies Finger,24,29,34,1kg
02-04-2022,Pumpkin,27,32,38,1kg
02-04-2022,Radish,20,24,28,1kg
02-04-2022,Ridge Gourd,22,26,31,1kg
02-04-2022,Shallot (Pearl Onion),33,40,47,1kg
02-04-2022,Snake Gourd,16,19,22,1kg
02-04-2022,Sorrel Leaves,10,12,14,1kg
02-04-2022,Spinach,12,14,17,1kg
02-04-2022,Sweet Potato,39,47,55,1kg
01-04-2022,Onion Big,26,31,37,1kg
01-04-2022,Onion Small,31,37,44,1kg
01-04-2022,Tomato,13,16,18,1kg
01-04-2022,Green Chilli,41,49,58,1kg
01-04-2022,Beetroot,20,24,28,1kg
01-04-2022,Potato,21,25,30,1kg
01-04-2022,Raw Banana (Plantain),8,9,11,1kg
01-04-2022,Amaranth Leaves,17,21,24,1kg
01-04-2022,Amla,55,66,78,1kg
01-04-2022,Ash gourd,20,24,28,1kg
01-04-2022,Baby Corn,45,54,64,1kg
01-04-2022,Banana Flower,17,21,24,1kg
01-04-2022,Capsicum,36,43,51,1kg
01-04-2022,Bitter Gourd,27,32,38,1kg
01-04-2022,Bottle Gourd,19,23,27,1kg
01-04-2022,Butter Beans,47,57,67,1kg
01-04-2022,Broad Beans,22,26,31,1kg
01-04-2022,Cabbage,24,29,34,1kg
01-04-2022,Carrot,31,37,44,1kg
01-04-2022,Cauliflower,23,27,33,1kg
01-04-2022,Cluster beans,38,46,54,1kg
01-04-2022,Coconut,23,27,33,1kg
01-04-2022,Colocasia Leaves,16,19,22,1kg
01-04-2022,Colocasia,27,32,38,1kg
01-04-2022,Coriander Leaves,11,13,15,1kg
01-04-2022,Corn,28,34,40,1kg
01-04-2022,Cucumber,15,18,21,1kg
01-04-2022,Curry Leaves,41,49,58,1kg
01-04-2022,Dill Leaves,13,16,18,1kg
01-04-2022,Drumsticks,50,61,71,1kg
01-04-2022,Brinjal,26,31,37,1kg
01-04-2022,Brinjal (Big),22,26,31,1kg
01-04-2022,Elephant Yam,25,30,35,1kg
01-04-2022,Fenugreek Leaves,10,12,14,1kg
01-04-2022,French Beans,26,31,37,1kg
01-04-2022,Garlic,62,75,88,1kg
01-04-2022,Ginger,43,52,61,1kg
01-04-2022,Onion Green,40,48,57,1kg
01-04-2022,Green Peas,47,57,67,1kg
01-04-2022,Ivy Gourd,28,34,40,1kg
01-04-2022,Lemon (Lime),39,47,55,1kg
01-04-2022,Mango Raw,48,58,68,1kg
01-04-2022,Mint Leaves,7,8,10,1kg
01-04-2022,Mushroom,79,95,112,1kg
01-04-2022,Mustard Leaves,17,21,24,1kg
01-04-2022,Ladies Finger,24,29,34,1kg
01-04-2022,Pumpkin,27,32,38,1kg
01-04-2022,Radish,20,24,28,1kg
01-04-2022,Ridge Gourd,22,26,31,1kg
01-04-2022,Shallot (Pearl Onion),33,40,47,1kg
01-04-2022,Snake Gourd,16,19,22,1kg
01-04-2022,Sorrel Leaves,10,12,14,1kg
01-04-2022,Spinach,12,14,17,1kg
01-04-2022,Sweet Potato,39,47,55,1kg
31-03-2022,Onion Big,26,31,37,1kg
31-03-2022,Onion Small,29,35,41,1kg
31-03-2022,Tomato,14,17,20,1kg
31-03-2022,Green Chilli,39,47,55,1kg
31-03-2022,Beetroot,23,27,33,1kg
31-03-2022,Potato,23,27,33,1kg
31-03-2022,Raw Banana (Plantain),5,6,7,1kg
31-03-2022,Amaranth Leaves,18,22,26,1kg
31-03-2022,Amla,55,66,78,1kg
31-03-2022,Ash gourd,19,23,27,1kg
31-03-2022,Baby Corn,50,61,71,1kg
31-03-2022,Banana Flower,18,22,26,1kg
31-03-2022,Capsicum,33,40,47,1kg
31-03-2022,Bitter Gourd,25,30,35,1kg
31-03-2022,Bottle Gourd,21,25,30,1kg
31-03-2022,Butter Beans,47,57,67,1kg
31-03-2022,Broad Beans,24,29,34,1kg
31-03-2022,Cabbage,21,25,30,1kg
31-03-2022,Carrot,27,32,38,1kg
31-03-2022,Cauliflower,25,30,35,1kg
31-03-2022,Cluster beans,35,42,50,1kg
31-03-2022,Coconut,22,26,31,1kg
31-03-2022,Colocasia Leaves,12,14,17,1kg
31-03-2022,Colocasia,23,27,33,1kg
31-03-2022,Coriander Leaves,12,14,17,1kg
31-03-2022,Corn,28,34,40,1kg
31-03-2022,Cucumber,13,16,18,1kg
31-03-2022,Curry Leaves,39,47,55,1kg
31-03-2022,Dill Leaves,10,12,14,1kg
31-03-2022,Drumsticks,40,48,57,1kg
31-03-2022,Brinjal,22,26,31,1kg
31-03-2022,Brinjal (Big),24,29,34,1kg
31-03-2022,Elephant Yam,31,37,44,1kg
31-03-2022,Fenugreek Leaves,15,18,21,1kg
31-03-2022,French Beans,24,29,34,1kg
31-03-2022,Garlic,61,73,87,1kg
31-03-2022,Ginger,38,46,54,1kg
31-03-2022,Onion Green,43,52,61,1kg
31-03-2022,Green Peas,46,55,65,1kg
31-03-2022,Ivy Gourd,26,31,37,1kg
31-03-2022,Lemon (Lime),39,47,55,1kg
31-03-2022,Mango Raw,50,61,71,1kg
31-03-2022,Mint Leaves,7,8,10,1kg
31-03-2022,Mushroom,78,94,111,1kg
31-03-2022,Mustard Leaves,18,22,26,1kg
31-03-2022,Ladies Finger,24,29,34,1kg
31-03-2022,Pumpkin,26,31,37,1kg
31-03-2022,Radish,18,22,26,1kg
31-03-2022,Ridge Gourd,24,29,34,1kg
31-03-2022,Shallot (Pearl Onion),33,40,47,1kg
31-03-2022,Snake Gourd,20,24,28,1kg
31-03-2022,Sorrel Leaves,13,16,18,1kg
31-03-2022,Spinach,14,17,20,1kg
31-03-2022,Sweet Potato,39,47,55,1kg
30-03-2022,Onion Big,26,31,37,1kg
30-03-2022,Onion Small,29,35,41,1kg
30-03-2022,Tomato,14,17,20,1kg
30-03-2022,Green Chilli,39,47,55,1kg
30-03-2022,Beetroot,23,27,33,1kg
30-03-2022,Potato,23,27,33,1kg
30-03-2022,Raw Banana (Plantain),5,6,7,1kg
30-03-2022,Amaranth Leaves,18,22,26,1kg
30-03-2022,Amla,55,66,78,1kg
30-03-2022,Ash gourd,19,23,27,1kg
30-03-2022,Baby Corn,50,61,71,1kg
30-03-2022,Banana Flower,18,22,26,1kg
30-03-2022,Capsicum,33,40,47,1kg
30-03-2022,Bitter Gourd,25,30,35,1kg
30-03-2022,Bottle Gourd,21,25,30,1kg
30-03-2022,Butter Beans,47,57,67,1kg
30-03-2022,Broad Beans,24,29,34,1kg
30-03-2022,Cabbage,21,25,30,1kg
30-03-2022,Carrot,27,32,38,1kg
30-03-2022,Cauliflower,25,30,35,1kg
30-03-2022,Cluster beans,35,42,50,1kg
30-03-2022,Coconut,22,26,31,1kg
30-03-2022,Colocasia Leaves,12,14,17,1kg
30-03-2022,Colocasia,23,27,33,1kg
30-03-2022,Coriander Leaves,12,14,17,1kg
30-03-2022,Corn,28,34,40,1kg
30-03-2022,Cucumber,13,16,18,1kg
30-03-2022,Curry Leaves,39,47,55,1kg
30-03-2022,Dill Leaves,10,12,14,1kg
30-03-2022,Drumsticks,40,48,57,1kg
30-03-2022,Brinjal,22,26,31,1kg
30-03-2022,Brinjal (Big),24,29,34,1kg
30-03-2022,Elephant Yam,31,37,44,1kg
30-03-2022,Fenugreek Leaves,15,18,21,1kg
30-03-2022,French Beans,24,29,34,1kg
30-03-2022,Garlic,61,73,87,1kg
30-03-2022,Ginger,38,46,54,1kg
30-03-2022,Onion Green,43,52,61,1kg
30-03-2022,Green Peas,46,55,65,1kg
30-03-2022,Ivy Gourd,26,31,37,1kg
30-03-2022,Lemon (Lime),39,47,55,1kg
30-03-2022,Mango Raw,50,61,71,1kg
30-03-2022,Mint Leaves,7,8,10,1kg
30-03-2022,Mushroom,78,94,111,1kg
30-03-2022,Mustard Leaves,18,22,26,1kg
30-03-2022,Ladies Finger,24,29,34,1kg
30-03-2022,Pumpkin,26,31,37,1kg
30-03-2022,Radish,18,22,26,1kg
30-03-2022,Ridge Gourd,24,29,34,1kg
30-03-2022,Shallot (Pearl Onion),33,40,47,1kg
30-03-2022,Snake Gourd,20,24,28,1kg
30-03-2022,Sorrel Leaves,13,16,18,1kg
30-03-2022,Spinach,14,17,20,1kg
30-03-2022,Sweet Potato,39,47,55,1kg
29-03-2022,Onion Big,26,31,37,1kg
29-03-2022,Onion Small,29,35,41,1kg
29-03-2022,Tomato,14,17,20,1kg
29-03-2022,Green Chilli,39,47,55,1kg
29-03-2022,Beetroot,23,27,33,1kg
29-03-2022,Potato,23,27,33,1kg
29-03-2022,Raw Banana (Plantain),5,6,7,1kg
29-03-2022,Amaranth Leaves,18,22,26,1kg
29-03-2022,Amla,55,66,78,1kg
29-03-2022,Ash gourd,19,23,27,1kg
29-03-2022,Baby Corn,50,61,71,1kg
29-03-2022,Banana Flower,18,22,26,1kg
29-03-2022,Capsicum,33,40,47,1kg
29-03-2022,Bitter Gourd,25,30,35,1kg
29-03-2022,Bottle Gourd,21,25,30,1kg
29-03-2022,Butter Beans,47,57,67,1kg
29-03-2022,Broad Beans,24,29,34,1kg
29-03-2022,Cabbage,21,25,30,1kg
29-03-2022,Carrot,27,32,38,1kg
29-03-2022,Cauliflower,25,30,35,1kg
29-03-2022,Cluster beans,35,42,50,1kg
29-03-2022,Coconut,22,26,31,1kg
29-03-2022,Colocasia Leaves,12,14,17,1kg
29-03-2022,Colocasia,23,27,33,1kg
29-03-2022,Coriander Leaves,12,14,17,1kg
29-03-2022,Corn,28,34,40,1kg
29-03-2022,Cucumber,13,16,18,1kg
29-03-2022,Curry Leaves,39,47,55,1kg
29-03-2022,Dill Leaves,10,12,14,1kg
29-03-2022,Drumsticks,40,48,57,1kg
29-03-2022,Brinjal,22,26,31,1kg
29-03-2022,Brinjal (Big),24,29,34,1kg
29-03-2022,Elephant Yam,31,37,44,1kg
29-03-2022,Fenugreek Leaves,15,18,21,1kg
29-03-2022,French Beans,24,29,34,1kg
29-03-2022,Garlic,61,73,87,1kg
29-03-2022,Ginger,38,46,54,1kg
29-03-2022,Onion Green,43,52,61,1kg
29-03-2022,Green Peas,46,55,65,1kg
29-03-2022,Ivy Gourd,26,31,37,1kg
29-03-2022,Lemon (Lime),39,47,55,1kg
29-03-2022,Mango Raw,50,61,71,1kg
29-03-2022,Mint Leaves,7,8,10,1kg
29-03-2022,Mushroom,78,94,111,1kg
29-03-2022,Mustard Leaves,18,22,26,1kg
29-03-2022,Ladies Finger,24,29,34,1kg
29-03-2022,Pumpkin,26,31,37,1kg
29-03-2022,Radish,18,22,26,1kg
29-03-2022,Ridge Gourd,24,29,34,1kg
29-03-2022,Shallot (Pearl Onion),33,40,47,1kg
29-03-2022,Snake Gourd,20,24,28,1kg
29-03-2022,Sorrel Leaves,13,16,18,1kg
29-03-2022,Spinach,14,17,20,1kg
29-03-2022,Sweet Potato,39,47,55,1kg
28-03-2022,Onion Big,26,31,37,1kg
28-03-2022,Onion Small,29,35,41,1kg
28-03-2022,Tomato,14,17,20,1kg
28-03-2022,Green Chilli,39,47,55,1kg
28-03-2022,Beetroot,23,27,33,1kg
28-03-2022,Potato,23,27,33,1kg
28-03-2022,Raw Banana (Plantain),5,6,7,1kg
28-03-2022,Amaranth Leaves,18,22,26,1kg
28-03-2022,Amla,55,66,78,1kg
28-03-2022,Ash gourd,19,23,27,1kg
28-03-2022,Baby Corn,50,61,71,1kg
28-03-2022,Banana Flower,18,22,26,1kg
28-03-2022,Capsicum,33,40,47,1kg
28-03-2022,Bitter Gourd,25,30,35,1kg
28-03-2022,Bottle Gourd,21,25,30,1kg
28-03-2022,Butter Beans,47,57,67,1kg
28-03-2022,Broad Beans,24,29,34,1kg
28-03-2022,Cabbage,21,25,30,1kg
28-03-2022,Carrot,27,32,38,1kg
28-03-2022,Cauliflower,25,30,35,1kg
28-03-2022,Cluster beans,35,42,50,1kg
28-03-2022,Coconut,22,26,31,1kg
28-03-2022,Colocasia Leaves,12,14,17,1kg
28-03-2022,Colocasia,23,27,33,1kg
28-03-2022,Coriander Leaves,12,14,17,1kg
28-03-2022,Corn,28,34,40,1kg
28-03-2022,Cucumber,13,16,18,1kg
28-03-2022,Curry Leaves,39,47,55,1kg
28-03-2022,Dill Leaves,10,12,14,1kg
28-03-2022,Drumsticks,40,48,57,1kg
28-03-2022,Brinjal,22,26,31,1kg
28-03-2022,Brinjal (Big),24,29,34,1kg
28-03-2022,Elephant Yam,31,37,44,1kg
28-03-2022,Fenugreek Leaves,15,18,21,1kg
28-03-2022,French Beans,24,29,34,1kg
28-03-2022,Garlic,61,73,87,1kg
28-03-2022,Ginger,38,46,54,1kg
28-03-2022,Onion Green,43,52,61,1kg
28-03-2022,Green Peas,46,55,65,1kg
28-03-2022,Ivy Gourd,26,31,37,1kg
28-03-2022,Lemon (Lime),39,47,55,1kg
28-03-2022,Mango Raw,50,61,71,1kg
28-03-2022,Mint Leaves,7,8,10,1kg
28-03-2022,Mushroom,78,94,111,1kg
28-03-2022,Mustard Leaves,18,22,26,1kg
28-03-2022,Ladies Finger,24,29,34,1kg
28-03-2022,Pumpkin,26,31,37,1kg
28-03-2022,Radish,18,22,26,1kg
28-03-2022,Ridge Gourd,24,29,34,1kg
28-03-2022,Shallot (Pearl Onion),33,40,47,1kg
28-03-2022,Snake Gourd,20,24,28,1kg
28-03-2022,Sorrel Leaves,13,16,18,1kg
28-03-2022,Spinach,14,17,20,1kg
28-03-2022,Sweet Potato,39,47,55,1kg
27-03-2022,Onion Big,38,46,54,1kg
27-03-2022,Onion Small,36,43,51,1kg
27-03-2022,Tomato,16,19,22,1kg
27-03-2022,Green Chilli,45,54,64,1kg
27-03-2022,Beetroot,31,37,44,1kg
27-03-2022,Potato,25,30,35,1kg
27-03-2022,Raw Banana (Plantain),5,6,7,1kg
27-03-2022,Amaranth Leaves,17,21,24,1kg
27-03-2022,Amla,65,79,92,1kg
27-03-2022,Ash gourd,16,19,22,1kg
27-03-2022,Baby Corn,46,55,65,1kg
27-03-2022,Banana Flower,17,21,24,1kg
27-03-2022,Capsicum,33,40,47,1kg
27-03-2022,Bitter Gourd,27,32,38,1kg
27-03-2022,Bottle Gourd,19,23,27,1kg
27-03-2022,Butter Beans,42,50,59,1kg
27-03-2022,Broad Beans,38,46,54,1kg
27-03-2022,Cabbage,22,26,31,1kg
27-03-2022,Carrot,37,45,52,1kg
27-03-2022,Cauliflower,25,30,35,1kg
27-03-2022,Cluster beans,31,37,44,1kg
27-03-2022,Coconut,24,29,34,1kg
27-03-2022,Colocasia Leaves,10,12,14,1kg
27-03-2022,Colocasia,26,31,37,1kg
27-03-2022,Coriander Leaves,7,8,10,1kg
27-03-2022,Corn,29,35,41,1kg
27-03-2022,Cucumber,12,14,17,1kg
27-03-2022,Curry Leaves,40,48,57,1kg
27-03-2022,Dill Leaves,15,18,21,1kg
27-03-2022,Drumsticks,130,157,185,1kg
27-03-2022,Brinjal,25,30,35,1kg
27-03-2022,Brinjal (Big),43,52,61,1kg
27-03-2022,Elephant Yam,27,32,38,1kg
27-03-2022,Fenugreek Leaves,13,16,18,1kg
27-03-2022,French Beans,26,31,37,1kg
27-03-2022,Garlic,68,82,97,1kg
27-03-2022,Ginger,38,46,54,1kg
27-03-2022,Onion Green,42,50,59,1kg
27-03-2022,Green Peas,47,57,67,1kg
27-03-2022,Ivy Gourd,28,34,40,1kg
27-03-2022,Lemon (Lime),40,48,57,1kg
27-03-2022,Mango Raw,70,85,100,1kg
27-03-2022,Mint Leaves,6,7,8,1kg
27-03-2022,Mushroom,89,107,127,1kg
27-03-2022,Mustard Leaves,19,23,27,1kg
27-03-2022,Ladies Finger,26,31,37,1kg
27-03-2022,Pumpkin,24,29,34,1kg
27-03-2022,Radish,21,25,30,1kg
27-03-2022,Ridge Gourd,25,30,35,1kg
27-03-2022,Shallot (Pearl Onion),34,41,48,1kg
27-03-2022,Snake Gourd,17,21,24,1kg
27-03-2022,Sorrel Leaves,11,13,15,1kg
27-03-2022,Spinach,13,16,18,1kg
27-03-2022,Sweet Potato,42,50,59,1kg
26-03-2022,Onion Big,38,46,54,1kg
26-03-2022,Onion Small,36,43,51,1kg
26-03-2022,Tomato,16,19,22,1kg
26-03-2022,Green Chilli,45,54,64,1kg
26-03-2022,Beetroot,31,37,44,1kg
26-03-2022,Potato,25,30,35,1kg
26-03-2022,Raw Banana (Plantain),5,6,7,1kg
26-03-2022,Amaranth Leaves,17,21,24,1kg
26-03-2022,Amla,65,79,92,1kg
26-03-2022,Ash gourd,16,19,22,1kg
26-03-2022,Baby Corn,46,55,65,1kg
26-03-2022,Banana Flower,17,21,24,1kg
26-03-2022,Capsicum,33,40,47,1kg
26-03-2022,Bitter Gourd,27,32,38,1kg
26-03-2022,Bottle Gourd,19,23,27,1kg
26-03-2022,Butter Beans,42,50,59,1kg
26-03-2022,Broad Beans,38,46,54,1kg
26-03-2022,Cabbage,22,26,31,1kg
26-03-2022,Carrot,37,45,52,1kg
26-03-2022,Cauliflower,25,30,35,1kg
26-03-2022,Cluster beans,31,37,44,1kg
26-03-2022,Coconut,24,29,34,1kg
26-03-2022,Colocasia Leaves,10,12,14,1kg
26-03-2022,Colocasia,26,31,37,1kg
26-03-2022,Coriander Leaves,7,8,10,1kg
26-03-2022,Corn,29,35,41,1kg
26-03-2022,Cucumber,12,14,17,1kg
26-03-2022,Curry Leaves,40,48,57,1kg
26-03-2022,Dill Leaves,15,18,21,1kg
26-03-2022,Drumsticks,130,157,185,1kg
26-03-2022,Brinjal,25,30,35,1kg
26-03-2022,Brinjal (Big),43,52,61,1kg
26-03-2022,Elephant Yam,27,32,38,1kg
26-03-2022,Fenugreek Leaves,13,16,18,1kg
26-03-2022,French Beans,26,31,37,1kg
26-03-2022,Garlic,68,82,97,1kg
26-03-2022,Ginger,38,46,54,1kg
26-03-2022,Onion Green,42,50,59,1kg
26-03-2022,Green Peas,47,57,67,1kg
26-03-2022,Ivy Gourd,28,34,40,1kg
26-03-2022,Lemon (Lime),40,48,57,1kg
26-03-2022,Mango Raw,70,85,100,1kg
26-03-2022,Mint Leaves,6,7,8,1kg
26-03-2022,Mushroom,89,107,127,1kg
26-03-2022,Mustard Leaves,19,23,27,1kg
26-03-2022,Ladies Finger,26,31,37,1kg
26-03-2022,Pumpkin,24,29,34,1kg
26-03-2022,Radish,21,25,30,1kg
26-03-2022,Ridge Gourd,25,30,35,1kg
26-03-2022,Shallot (Pearl Onion),34,41,48,1kg
26-03-2022,Snake Gourd,17,21,24,1kg
26-03-2022,Sorrel Leaves,11,13,15,1kg
26-03-2022,Spinach,13,16,18,1kg
26-03-2022,Sweet Potato,42,50,59,1kg
25-03-2022,Onion Big,38,46,54,1kg
25-03-2022,Onion Small,36,43,51,1kg
25-03-2022,Tomato,16,19,22,1kg
25-03-2022,Green Chilli,45,54,64,1kg
25-03-2022,Beetroot,31,37,44,1kg
25-03-2022,Potato,25,30,35,1kg
25-03-2022,Raw Banana (Plantain),5,6,7,1kg
25-03-2022,Amaranth Leaves,17,21,24,1kg
25-03-2022,Amla,65,79,92,1kg
25-03-2022,Ash gourd,16,19,22,1kg
25-03-2022,Baby Corn,46,55,65,1kg
25-03-2022,Banana Flower,17,21,24,1kg
25-03-2022,Capsicum,33,40,47,1kg
25-03-2022,Bitter Gourd,27,32,38,1kg
25-03-2022,Bottle Gourd,19,23,27,1kg
25-03-2022,Butter Beans,42,50,59,1kg
25-03-2022,Broad Beans,38,46,54,1kg
25-03-2022,Cabbage,22,26,31,1kg
25-03-2022,Carrot,37,45,52,1kg
25-03-2022,Cauliflower,25,30,35,1kg
25-03-2022,Cluster beans,31,37,44,1kg
25-03-2022,Coconut,24,29,34,1kg
25-03-2022,Colocasia Leaves,10,12,14,1kg
25-03-2022,Colocasia,26,31,37,1kg
25-03-2022,Coriander Leaves,7,8,10,1kg
25-03-2022,Corn,29,35,41,1kg
25-03-2022,Cucumber,12,14,17,1kg
25-03-2022,Curry Leaves,40,48,57,1kg
25-03-2022,Dill Leaves,15,18,21,1kg
25-03-2022,Drumsticks,130,157,185,1kg
25-03-2022,Brinjal,25,30,35,1kg
25-03-2022,Brinjal (Big),43,52,61,1kg
25-03-2022,Elephant Yam,27,32,38,1kg
25-03-2022,Fenugreek Leaves,13,16,18,1kg
25-03-2022,French Beans,26,31,37,1kg
25-03-2022,Garlic,68,82,97,1kg
25-03-2022,Ginger,38,46,54,1kg
25-03-2022,Onion Green,42,50,59,1kg
25-03-2022,Green Peas,47,57,67,1kg
25-03-2022,Ivy Gourd,28,34,40,1kg
25-03-2022,Lemon (Lime),40,48,57,1kg
25-03-2022,Mango Raw,70,85,100,1kg
25-03-2022,Mint Leaves,6,7,8,1kg
25-03-2022,Mushroom,89,107,127,1kg
25-03-2022,Mustard Leaves,19,23,27,1kg
25-03-2022,Ladies Finger,26,31,37,1kg
25-03-2022,Pumpkin,24,29,34,1kg
25-03-2022,Radish,21,25,30,1kg
25-03-2022,Ridge Gourd,25,30,35,1kg
25-03-2022,Shallot (Pearl Onion),34,41,48,1kg
25-03-2022,Snake Gourd,17,21,24,1kg
25-03-2022,Sorrel Leaves,11,13,15,1kg
25-03-2022,Spinach,13,16,18,1kg
25-03-2022,Sweet Potato,42,50,59,1kg
24-03-2022,Onion Big,33,40,47,1kg
24-03-2022,Onion Small,36,43,51,1kg
24-03-2022,Tomato,14,17,20,1kg
24-03-2022,Green Chilli,37,45,52,1kg
24-03-2022,Beetroot,28,34,40,1kg
24-03-2022,Potato,23,27,33,1kg
24-03-2022,Raw Banana (Plantain),6,7,8,1kg
24-03-2022,Amaranth Leaves,18,22,26,1kg
24-03-2022,Amla,65,79,92,1kg
24-03-2022,Ash gourd,20,24,28,1kg
24-03-2022,Baby Corn,46,55,65,1kg
24-03-2022,Banana Flower,20,24,28,1kg
24-03-2022,Capsicum,36,43,51,1kg
24-03-2022,Bitter Gourd,30,36,43,1kg
24-03-2022,Bottle Gourd,18,22,26,1kg
24-03-2022,Butter Beans,44,53,63,1kg
24-03-2022,Broad Beans,39,47,55,1kg
24-03-2022,Cabbage,23,27,33,1kg
24-03-2022,Carrot,37,45,52,1kg
24-03-2022,Cauliflower,24,29,34,1kg
24-03-2022,Cluster beans,32,39,45,1kg
24-03-2022,Coconut,27,32,38,1kg
24-03-2022,Colocasia Leaves,15,18,21,1kg
24-03-2022,Colocasia,23,27,33,1kg
24-03-2022,Coriander Leaves,7,8,10,1kg
24-03-2022,Corn,27,32,38,1kg
24-03-2022,Cucumber,12,14,17,1kg
24-03-2022,Curry Leaves,42,50,59,1kg
24-03-2022,Dill Leaves,16,19,22,1kg
24-03-2022,Drumsticks,140,169,199,1kg
24-03-2022,Brinjal,27,32,38,1kg
24-03-2022,Brinjal (Big),40,48,57,1kg
24-03-2022,Elephant Yam,27,32,38,1kg
