Date,Vegetable,Wholesale Price,Retail Price,Shopping Mall Price,Units
30-12-2022,Mushroom,93,112,132,1kg
30-12-2022,Mustard Leaves,16,19,22,1kg
30-12-2022,Ladies Finger,31,37,44,1kg
30-12-2022,Pumpkin,28,34,40,1kg
30-12-2022,Radish,22,26,31,1kg
30-12-2022,Ridge Gourd,28,34,40,1kg
30-12-2022,Shallot (Pearl Onion),31,37,44,1kg
30-12-2022,Snake Gourd,30,36,43,1kg
30-12-2022,Sorrel Leaves,15,18,21,1kg
30-12-2022,Spinach,10,12,14,1kg
30-12-2022,Sweet Potato,40,48,57,1kg
29-12-2022,Onion Big,28,34,40,1kg
29-12-2022,Onion Small,40,48,57,1kg
29-12-2022,Tomato,15,18,21,1kg
29-12-2022,Green Chilli,39,47,55,1kg
29-12-2022,Beetroot,33,40,47,1kg
29-12-2022,Potato,34,41,48,1kg
29-12-2022,Raw Banana (Plantain),7,8,10,1kg
29-12-2022,Amaranth Leaves,12,14,17,1kg
29-12-2022,Amla,65,79,92,1kg
29-12-2022,Ash gourd,23,27,33,1kg
29-12-2022,Baby Corn,65,79,92,1kg
29-12-2022,Banana Flower,18,22,26,1kg
29-12-2022,Capsicum,46,55,65,1kg
29-12-2022,Bitter Gourd,28,34,40,1kg
29-12-2022,Bottle Gourd,26,31,37,1kg
29-12-2022,Butter Beans,72,87,102,1kg
29-12-2022,Broad Beans,34,41,48,1kg
29-12-2022,Cabbage,29,35,41,1kg
29-12-2022,Carrot,37,45,52,1kg
29-12-2022,Cauliflower,28,34,40,1kg
29-12-2022,Cluster beans,41,49,58,1kg
29-12-2022,Coconut,32,39,45,1kg
29-12-2022,Colocasia Leaves,15,18,21,1kg
29-12-2022,Colocasia,27,32,38,1kg
29-12-2022,Coriander Leaves,7,8,10,1kg
29-12-2022,Corn,28,34,40,1kg
29-12-2022,Cucumber,24,29,34,1kg
29-12-2022,Curry Leaves,29,35,41,1kg
29-12-2022,Dill Leaves,11,13,15,1kg
29-12-2022,Drumsticks,60,72,85,1kg
29-12-2022,Brinjal,21,25,30,1kg
29-12-2022,Brinjal (Big),28,34,40,1kg
29-12-2022,Elephant Yam,27,32,38,1kg
29-12-2022,Fenugreek Leaves,12,14,17,1kg
29-12-2022,French Beans,32,39,45,1kg
29-12-2022,Garlic,41,49,58,1kg
29-12-2022,Ginger,41,49,58,1kg
29-12-2022,Onion Green,38,46,54,1kg
29-12-2022,Green Peas,77,93,109,1kg
29-12-2022,Ivy Gourd,26,31,37,1kg
29-12-2022,Lemon (Lime),50,61,71,1kg
29-12-2022,Mango Raw,100,121,142,1kg
29-12-2022,Mint Leaves,4,5,6,1kg
29-12-2022,Mushroom,93,112,132,1kg
29-12-2022,Mustard Leaves,16,19,22,1kg
29-12-2022,Ladies Finger,31,37,44,1kg
29-12-2022,Pumpkin,28,34,40,1kg
29-12-2022,Radish,22,26,31,1kg
29-12-2022,Ridge Gourd,28,34,40,1kg
29-12-2022,Shallot (Pearl Onion),31,37,44,1kg
29-12-2022,Snake Gourd,30,36,43,1kg
29-12-2022,Sorrel Leaves,15,18,21,1kg
29-12-2022,Spinach,10,12,14,1kg
29-12-2022,Sweet Potato,40,48,57,1kg
28-12-2022,Onion Big,29,35,41,1kg
28-12-2022,Onion Small,38,46,54,1kg
28-12-2022,Tomato,15,18,21,1kg
28-12-2022,Green Chilli,37,45,52,1kg
28-12-2022,Beetroot,40,48,57,1kg
28-12-2022,Potato,25,30,35,1kg
28-12-2022,Raw Banana (Plantain),8,9,11,1kg
28-12-2022,Amaranth Leaves,12,14,17,1kg
28-12-2022,Amla,55,66,78,1kg
28-12-2022,Ash gourd,24,29,34,1kg
28-12-2022,Baby Corn,65,79,92,1kg
28-12-2022,Banana Flower,13,16,18,1kg
28-12-2022,Capsicum,43,52,61,1kg
28-12-2022,Bitter Gourd,30,36,43,1kg
28-12-2022,Bottle Gourd,24,29,34,1kg
28-12-2022,Butter Beans,64,77,91,1kg
28-12-2022,Broad Beans,40,48,57,1kg
28-12-2022,Cabbage,30,36,43,1kg
28-12-2022,Carrot,30,36,43,1kg
28-12-2022,Cauliflower,24,29,34,1kg
28-12-2022,Cluster beans,43,52,61,1kg
28-12-2022,Coconut,28,34,40,1kg
28-12-2022,Colocasia Leaves,12,14,17,1kg
28-12-2022,Colocasia,27,32,38,1kg
28-12-2022,Coriander Leaves,8,9,11,1kg
28-12-2022,Corn,28,34,40,1kg
28-12-2022,Cucumber,22,26,31,1kg
28-12-2022,Curry Leaves,27,32,38,1kg
28-12-2022,Dill Leaves,11,13,15,1kg
28-12-2022,Drumsticks,70,85,100,1kg
28-12-2022,Brinjal,28,34,40,1kg
28-12-2022,Brinjal (Big),25,30,35,1kg
28-12-2022,Elephant Yam,26,31,37,1kg
28-12-2022,Fenugreek Leaves,9,10,13,1kg
28-12-2022,French Beans,32,39,45,1kg
28-12-2022,Garlic,42,50,59,1kg
28-12-2022,Ginger,35,42,50,1kg
28-12-2022,Onion Green,45,54,64,1kg
28-12-2022,Green Peas,85,103,121,1kg
28-12-2022,Ivy Gourd,28,34,40,1kg
28-12-2022,Lemon (Lime),53,64,75,1kg
28-12-2022,Mango Raw,108,130,154,1kg
28-12-2022,Mint Leaves,6,7,8,1kg
28-12-2022,Mushroom,76,92,108,1kg
28-12-2022,Mustard Leaves,12,14,17,1kg
28-12-2022,Ladies Finger,34,41,48,1kg
28-12-2022,Pumpkin,26,31,37,1kg
28-12-2022,Radish,23,27,33,1kg
28-12-2022,Ridge Gourd,29,35,41,1kg
28-12-2022,Shallot (Pearl Onion),37,45,52,1kg
28-12-2022,Snake Gourd,32,39,45,1kg
28-12-2022,Sorrel Leaves,10,12,14,1kg
28-12-2022,Spinach,10,12,14,1kg
28-12-2022,Sweet Potato,38,46,54,1kg
27-12-2022,Onion Big,29,35,41,1kg
27-12-2022,Onion Small,38,46,54,1kg
27-12-2022,Tomato,15,18,21,1kg
27-12-2022,Green Chilli,37,45,52,1kg
27-12-2022,Beetroot,40,48,57,1kg
27-12-2022,Potato,25,30,35,1kg
27-12-2022,Raw Banana (Plantain),8,9,11,1kg
27-12-2022,Amaranth Leaves,12,14,17,1kg
27-12-2022,Amla,55,66,78,1kg
27-12-2022,Ash gourd,24,29,34,1kg
27-12-2022,Baby Corn,65,79,92,1kg
27-12-2022,Banana Flower,13,16,18,1kg
27-12-2022,Capsicum,43,52,61,1kg
27-12-2022,Bitter Gourd,30,36,43,1kg
27-12-2022,Bottle Gourd,24,29,34,1kg
27-12-2022,Butter Beans,64,77,91,1kg
27-12-2022,Broad Beans,40,48,57,1kg
27-12-2022,Cabbage,30,36,43,1kg
27-12-2022,Carrot,30,36,43,1kg
27-12-2022,Cauliflower,24,29,34,1kg
27-12-2022,Cluster beans,43,52,61,1kg
27-12-2022,Coconut,28,34,40,1kg
27-12-2022,Colocasia Leaves,12,14,17,1kg
27-12-2022,Colocasia,27,32,38,1kg
27-12-2022,Coriander Leaves,8,9,11,1kg
27-12-2022,Corn,28,34,40,1kg
27-12-2022,Cucumber,22,26,31,1kg
27-12-2022,Curry Leaves,27,32,38,1kg
27-12-2022,Dill Leaves,11,13,15,1kg
27-12-2022,Drumsticks,70,85,100,1kg
27-12-2022,Brinjal,28,34,40,1kg
27-12-2022,Brinjal (Big),25,30,35,1kg
27-12-2022,Elephant Yam,26,31,37,1kg
27-12-2022,Fenugreek Leaves,9,10,13,1kg
27-12-2022,French Beans,32,39,45,1kg
27-12-2022,Garlic,42,50,59,1kg
27-12-2022,Ginger,35,42,50,1kg
27-12-2022,Onion Green,45,54,64,1kg
27-12-2022,Green Peas,85,103,121,1kg
27-12-2022,Ivy Gourd,28,34,40,1kg
27-12-2022,Lemon (Lime),53,64,75,1kg
27-12-2022,Mango Raw,108,130,154,1kg
27-12-2022,Mint Leaves,6,7,8,1kg
27-12-2022,Mushroom,76,92,108,1kg
27-12-2022,Mustard Leaves,12,14,17,1kg
27-12-2022,Ladies Finger,34,41,48,1kg
27-12-2022,Pumpkin,26,31,37,1kg
27-12-2022,Radish,23,27,33,1kg
27-12-2022,Ridge Gourd,29,35,41,1kg
27-12-2022,Shallot (Pearl Onion),37,45,52,1kg
27-12-2022,Snake Gourd,32,39,45,1kg
27-12-2022,Sorrel Leaves,10,12,14,1kg
27-12-2022,Spinach,10,12,14,1kg
27-12-2022,Sweet Potato,38,46,54,1kg
26-12-2022,Onion Big,29,35,41,1kg
26-12-2022,Onion Small,30,36,43,1kg
26-12-2022,Tomato,15,18,21,1kg
26-12-2022,Green Chilli,39,47,55,1kg
26-12-2022,Beetroot,33,40,47,1kg
26-12-2022,Potato,29,35,41,1kg
26-12-2022,Raw Banana (Plantain),9,10,13,1kg
26-12-2022,Amaranth Leaves,12,14,17,1kg
26-12-2022,Amla,75,90,107,1kg
26-12-2022,Ash gourd,23,27,33,1kg
26-12-2022,Baby Corn,69,83,98,1kg
26-12-2022,Banana Flower,20,24,28,1kg
26-12-2022,Capsicum,47,57,67,1kg
26-12-2022,Bitter Gourd,28,34,40,1kg
26-12-2022,Bottle Gourd,25,30,35,1kg
26-12-2022,Butter Beans,63,76,90,1kg
26-12-2022,Broad Beans,39,47,55,1kg
26-12-2022,Cabbage,30,36,43,1kg
26-12-2022,Carrot,40,48,57,1kg
26-12-2022,Cauliflower,26,31,37,1kg
26-12-2022,Cluster beans,40,48,57,1kg
26-12-2022,Coconut,33,40,47,1kg
26-12-2022,Colocasia Leaves,13,16,18,1kg
26-12-2022,Colocasia,24,29,34,1kg
26-12-2022,Coriander Leaves,7,8,10,1kg
26-12-2022,Corn,28,34,40,1kg
26-12-2022,Cucumber,24,29,34,1kg
26-12-2022,Curry Leaves,26,31,37,1kg
26-12-2022,Dill Leaves,10,12,14,1kg
26-12-2022,Drumsticks,60,72,85,1kg
26-12-2022,Brinjal,27,32,38,1kg
26-12-2022,Brinjal (Big),23,27,33,1kg
26-12-2022,Elephant Yam,28,34,40,1kg
26-12-2022,Fenugreek Leaves,10,12,14,1kg
26-12-2022,French Beans,28,34,40,1kg
26-12-2022,Garlic,32,39,45,1kg
26-12-2022,Ginger,45,54,64,1kg
26-12-2022,Onion Green,37,45,52,1kg
26-12-2022,Green Peas,84,102,120,1kg
26-12-2022,Ivy Gourd,28,34,40,1kg
26-12-2022,Lemon (Lime),52,63,74,1kg
26-12-2022,Mango Raw,100,121,142,1kg
26-12-2022,Mint Leaves,6,7,8,1kg
26-12-2022,Mushroom,80,97,114,1kg
26-12-2022,Mustard Leaves,15,18,21,1kg
26-12-2022,Ladies Finger,31,37,44,1kg
26-12-2022,Pumpkin,27,32,38,1kg
26-12-2022,Radish,26,31,37,1kg
26-12-2022,Ridge Gourd,29,35,41,1kg
26-12-2022,Shallot (Pearl Onion),34,41,48,1kg
26-12-2022,Snake Gourd,28,34,40,1kg
26-12-2022,Sorrel Leaves,13,16,18,1kg
26-12-2022,Spinach,12,14,17,1kg
26-12-2022,Sweet Potato,36,43,51,1kg
25-12-2022,Onion Big,29,35,41,1kg
25-12-2022,Onion Small,30,36,43,1kg
25-12-2022,Tomato,15,18,21,1kg
25-12-2022,Green Chilli,39,47,55,1kg
25-12-2022,Beetroot,33,40,47,1kg
25-12-2022,Potato,29,35,41,1kg
25-12-2022,Raw Banana (Plantain),9,10,13,1kg
25-12-2022,Amaranth Leaves,12,14,17,1kg
25-12-2022,Amla,75,90,107,1kg
25-12-2022,Ash gourd,23,27,33,1kg
25-12-2022,Baby Corn,69,83,98,1kg
25-12-2022,Banana Flower,20,24,28,1kg
25-12-2022,Capsicum,47,57,67,1kg
25-12-2022,Bitter Gourd,28,34,40,1kg
25-12-2022,Bottle Gourd,25,30,35,1kg
25-12-2022,Butter Beans,63,76,90,1kg
25-12-2022,Broad Beans,39,47,55,1kg
25-12-2022,Cabbage,30,36,43,1kg
25-12-2022,Carrot,40,48,57,1kg
25-12-2022,Cauliflower,26,31,37,1kg
25-12-2022,Cluster beans,40,48,57,1kg
25-12-2022,Coconut,33,40,47,1kg
25-12-2022,Colocasia Leaves,13,16,18,1kg
25-12-2022,Colocasia,24,29,34,1kg
25-12-2022,Coriander Leaves,7,8,10,1kg
25-12-2022,Corn,28,34,40,1kg
25-12-2022,Cucumber,24,29,34,1kg
25-12-2022,Curry Leaves,26,31,37,1kg
25-12-2022,Dill Leaves,10,12,14,1kg
25-12-2022,Drumsticks,60,72,85,1kg
25-12-2022,Brinjal,27,32,38,1kg
25-12-2022,Brinjal (Big),23,27,33,1kg
25-12-2022,Elephant Yam,28,34,40,1kg
25-12-2022,Fenugreek Leaves,10,12,14,1kg
25-12-2022,French Beans,28,34,40,1kg
25-12-2022,Garlic,32,39,45,1kg
25-12-2022,Ginger,45,54,64,1kg
25-12-2022,Onion Green,37,45,52,1kg
25-12-2022,Green Peas,84,102,120,1kg
25-12-2022,Ivy Gourd,28,34,40,1kg
25-12-2022,Lemon (Lime),52,63,74,1kg
25-12-2022,Mango Raw,100,121,142,1kg
25-12-2022,Mint Leaves,6,7,8,1kg
25-12-2022,Mushroom,80,97,114,1kg
25-12-2022,Mustard Leaves,15,18,21,1kg
25-12-2022,Ladies Finger,31,37,44,1kg
25-12-2022,Pumpkin,27,32,38,1kg
25-12-2022,Radish,26,31,37,1kg
25-12-2022,Ridge Gourd,29,35,41,1kg
25-12-2022,Shallot (Pearl Onion),34,41,48,1kg
25-12-2022,Snake Gourd,28,34,40,1kg
25-12-2022,Sorrel Leaves,13,16,18,1kg
25-12-2022,Spinach,12,14,17,1kg
25-12-2022,Sweet Potato,36,43,51,1kg
24-12-2022,Onion Big,29,35,41,1kg
24-12-2022,Onion Small,30,36,43,1kg
24-12-2022,Tomato,15,18,21,1kg
24-12-2022,Green Chilli,39,47,55,1kg
24-12-2022,Beetroot,33,40,47,1kg
24-12-2022,Potato,29,35,41,1kg
24-12-2022,Raw Banana (Plantain),9,10,13,1kg
24-12-2022,Amaranth Leaves,12,14,17,1kg
24-12-2022,Amla,75,90,107,1kg
24-12-2022,Ash gourd,23,27,33,1kg
24-12-2022,Baby Corn,69,83,98,1kg
24-12-2022,Banana Flower,20,24,28,1kg
24-12-2022,Capsicum,47,57,67,1kg
24-12-2022,Bitter Gourd,28,34,40,1kg
24-12-2022,Bottle Gourd,25,30,35,1kg
24-12-2022,Butter Beans,63,76,90,1kg
24-12-2022,Broad Beans,39,47,55,1kg
24-12-2022,Cabbage,30,36,43,1kg
24-12-2022,Carrot,40,48,57,1kg
24-12-2022,Cauliflower,26,31,37,1kg
24-12-2022,Cluster beans,40,48,57,1kg
24-12-2022,Coconut,33,40,47,1kg
24-12-2022,Colocasia Leaves,13,16,18,1kg
24-12-2022,Colocasia,24,29,34,1kg
24-12-2022,Coriander Leaves,7,8,10,1kg
24-12-2022,Corn,28,34,40,1kg
24-12-2022,Cucumber,24,29,34,1kg
24-12-2022,Curry Leaves,26,31,37,1kg
24-12-2022,Dill Leaves,10,12,14,1kg
24-12-2022,Drumsticks,60,72,85,1kg
24-12-2022,Brinjal,27,32,38,1kg
24-12-2022,Brinjal (Big),23,27,33,1kg
24-12-2022,Elephant Yam,28,34,40,1kg
24-12-2022,Fenugreek Leaves,10,12,14,1kg
24-12-2022,French Beans,28,34,40,1kg
24-12-2022,Garlic,32,39,45,1kg
24-12-2022,Ginger,45,54,64,1kg
24-12-2022,Onion Green,37,45,52,1kg
24-12-2022,Green Peas,84,102,120,1kg
24-12-2022,Ivy Gourd,28,34,40,1kg
24-12-2022,Lemon (Lime),52,63,74,1kg
24-12-2022,Mango Raw,100,121,142,1kg
24-12-2022,Mint Leaves,6,7,8,1kg
24-12-2022,Mushroom,80,97,114,1kg
24-12-2022,Mustard Leaves,15,18,21,1kg
24-12-2022,Ladies Finger,31,37,44,1kg
24-12-2022,Pumpkin,27,32,38,1kg
24-12-2022,Radish,26,31,37,1kg
24-12-2022,Ridge Gourd,29,35,41,1kg
24-12-2022,Shallot (Pearl Onion),34,41,48,1kg
24-12-2022,Snake Gourd,28,34,40,1kg
24-12-2022,Sorrel Leaves,13,16,18,1kg
24-12-2022,Spinach,12,14,17,1kg
24-12-2022,Sweet Potato,36,43,51,1kg
23-12-2022,Onion Big,29,35,41,1kg
23-12-2022,Onion Small,33,40,47,1kg
23-12-2022,Tomato,29,35,41,1kg
23-12-2022,Green Chilli,37,45,52,1kg
23-12-2022,Beetroot,36,43,51,1kg
23-12-2022,Potato,37,45,52,1kg
23-12-2022,Raw Banana (Plantain),10,12,14,1kg
23-12-2022,Amaranth Leaves,13,16,18,1kg
23-12-2022,Amla,55,66,78,1kg
23-12-2022,Ash gourd,23,27,33,1kg
23-12-2022,Baby Corn,67,81,95,1kg
23-12-2022,Banana Flower,15,18,21,1kg
23-12-2022,Capsicum,41,49,58,1kg
23-12-2022,Bitter Gourd,34,41,48,1kg
23-12-2022,Bottle Gourd,29,35,41,1kg
23-12-2022,Butter Beans,69,83,98,1kg
23-12-2022,Broad Beans,35,42,50,1kg
23-12-2022,Cabbage,30,36,43,1kg
23-12-2022,Carrot,37,45,52,1kg
23-12-2022,Cauliflower,24,29,34,1kg
23-12-2022,Cluster beans,45,54,64,1kg
23-12-2022,Coconut,32,39,45,1kg
23-12-2022,Colocasia Leaves,16,19,22,1kg
23-12-2022,Colocasia,24,29,34,1kg
23-12-2022,Coriander Leaves,6,7,8,1kg
23-12-2022,Corn,29,35,41,1kg
23-12-2022,Cucumber,26,31,37,1kg
23-12-2022,Curry Leaves,29,35,41,1kg
23-12-2022,Dill Leaves,11,13,15,1kg
23-12-2022,Drumsticks,70,85,100,1kg
23-12-2022,Brinjal,21,25,30,1kg
23-12-2022,Brinjal (Big),24,29,34,1kg
23-12-2022,Elephant Yam,29,35,41,1kg
23-12-2022,Fenugreek Leaves,12,14,17,1kg
23-12-2022,French Beans,27,32,38,1kg
23-12-2022,Garlic,50,61,71,1kg
23-12-2022,Ginger,37,45,52,1kg
23-12-2022,Onion Green,43,52,61,1kg
23-12-2022,Green Peas,85,103,121,1kg
23-12-2022,Ivy Gourd,25,30,35,1kg
23-12-2022,Lemon (Lime),52,63,74,1kg
23-12-2022,Mango Raw,109,131,155,1kg
23-12-2022,Mint Leaves,6,7,8,1kg
23-12-2022,Mushroom,82,99,116,1kg
23-12-2022,Mustard Leaves,15,18,21,1kg
23-12-2022,Ladies Finger,28,34,40,1kg
23-12-2022,Pumpkin,27,32,38,1kg
23-12-2022,Radish,26,31,37,1kg
23-12-2022,Ridge Gourd,25,30,35,1kg
23-12-2022,Shallot (Pearl Onion),36,43,51,1kg
23-12-2022,Snake Gourd,32,39,45,1kg
23-12-2022,Sorrel Leaves,10,12,14,1kg
23-12-2022,Spinach,13,16,18,1kg
23-12-2022,Sweet Potato,37,45,52,1kg
22-12-2022,Onion Big,29,35,41,1kg
22-12-2022,Onion Small,33,40,47,1kg
22-12-2022,Tomato,29,35,41,1kg
22-12-2022,Green Chilli,37,45,52,1kg
22-12-2022,Beetroot,36,43,51,1kg
22-12-2022,Potato,37,45,52,1kg
22-12-2022,Raw Banana (Plantain),10,12,14,1kg
22-12-2022,Amaranth Leaves,13,16,18,1kg
22-12-2022,Amla,55,66,78,1kg
22-12-2022,Ash gourd,23,27,33,1kg
22-12-2022,Baby Corn,67,81,95,1kg
22-12-2022,Banana Flower,15,18,21,1kg
22-12-2022,Capsicum,41,49,58,1kg
22-12-2022,Bitter Gourd,34,41,48,1kg
22-12-2022,Bottle Gourd,29,35,41,1kg
22-12-2022,Butter Beans,69,83,98,1kg
22-12-2022,Broad Beans,35,42,50,1kg
22-12-2022,Cabbage,30,36,43,1kg
22-12-2022,Carrot,37,45,52,1kg
22-12-2022,Cauliflower,24,29,34,1kg
22-12-2022,Cluster beans,45,54,64,1kg
22-12-2022,Coconut,32,39,45,1kg
22-12-2022,Colocasia Leaves,16,19,22,1kg
22-12-2022,Colocasia,24,29,34,1kg
22-12-2022,Coriander Leaves,6,7,8,1kg
22-12-2022,Corn,29,35,41,1kg
22-12-2022,Cucumber,26,31,37,1kg
22-12-2022,Curry Leaves,29,35,41,1kg
22-12-2022,Dill Leaves,11,13,15,1kg
22-12-2022,Drumsticks,70,85,100,1kg
22-12-2022,Brinjal,21,25,30,1kg
22-12-2022,Brinjal (Big),24,29,34,1kg
22-12-2022,Elephant Yam,29,35,41,1kg
22-12-2022,Fenugreek Leaves,12,14,17,1kg
22-12-2022,French Beans,27,32,38,1kg
22-12-2022,Garlic,50,61,71,1kg
22-12-2022,Ginger,37,45,52,1kg
22-12-2022,Onion Green,43,52,61,1kg
22-12-2022,Green Peas,85,103,121,1kg
22-12-2022,Ivy Gourd,25,30,35,1kg
22-12-2022,Lemon (Lime),52,63,74,1kg
22-12-2022,Mango Raw,109,131,155,1kg
22-12-2022,Mint Leaves,6,7,8,1kg
22-12-2022,Mushroom,82,99,116,1kg
22-12-2022,Mustard Leaves,15,18,21,1kg
22-12-2022,Ladies Finger,28,34,40,1kg
22-12-2022,Pumpkin,27,32,38,1kg
22-12-2022,Radish,26,31,37,1kg
22-12-2022,Ridge Gourd,25,30,35,1kg
22-12-2022,Shallot (Pearl Onion),36,43,51,1kg
22-12-2022,Snake Gourd,32,39,45,1kg
22-12-2022,Sorrel Leaves,10,12,14,1kg
22-12-2022,Spinach,13,16,18,1kg
22-12-2022,Sweet Potato,37,45,52,1kg
21-12-2022,Onion Big,29,35,41,1kg
21-12-2022,Onion Small,32,39,45,1kg
21-12-2022,Tomato,28,34,40,1kg
21-12-2022,Green Chilli,40,48,57,1kg
21-12-2022,Beetroot,36,43,51,1kg
21-12-2022,Potato,34,41,48,1kg
21-12-2022,Raw Banana (Plantain),8,9,11,1kg
21-12-2022,Amaranth Leaves,10,12,14,1kg
21-12-2022,Amla,55,66,78,1kg
21-12-2022,Ash gourd,28,34,40,1kg
21-12-2022,Baby Corn,72,87,102,1kg
21-12-2022,Banana Flower,18,22,26,1kg
21-12-2022,Capsicum,38,46,54,1kg
21-12-2022,Bitter Gourd,29,35,41,1kg
21-12-2022,Bottle Gourd,23,27,33,1kg
21-12-2022,Butter Beans,81,98,115,1kg
21-12-2022,Broad Beans,34,41,48,1kg
21-12-2022,Cabbage,26,31,37,1kg
21-12-2022,Carrot,39,47,55,1kg
21-12-2022,Cauliflower,24,29,34,1kg
21-12-2022,Cluster beans,41,49,58,1kg
21-12-2022,Coconut,29,35,41,1kg
21-12-2022,Colocasia Leaves,13,16,18,1kg
21-12-2022,Colocasia,23,27,33,1kg
21-12-2022,Coriander Leaves,8,9,11,1kg
21-12-2022,Corn,26,31,37,1kg
21-12-2022,Cucumber,20,24,28,1kg
21-12-2022,Curry Leaves,25,30,35,1kg
21-12-2022,Dill Leaves,11,13,15,1kg
21-12-2022,Drumsticks,80,97,114,1kg
21-12-2022,Brinjal,19,23,27,1kg
21-12-2022,Brinjal (Big),27,32,38,1kg
21-12-2022,Elephant Yam,27,32,38,1kg
21-12-2022,Fenugreek Leaves,9,10,13,1kg
21-12-2022,French Beans,27,32,38,1kg
21-12-2022,Garlic,47,57,67,1kg
