,Date,Vegetable,Wholesale Price,Retail Price,Shopping Mall Price,Units
402,24-12-2022,Coriander Leaves,6,7,8,1kg
403,24-12-2022,Corn,27,32,38,1kg
404,24-12-2022,Cucumber,24,29,34,1kg
405,24-12-2022,Curry Leaves,26,31,37,1kg
406,24-12-2022,Dill Leaves,13,16,18,1kg
407,24-12-2022,Drumsticks,70,85,100,1kg
408,24-12-2022,Brinjal,27,32,38,1kg
409,24-12-2022,Brinjal (Big),23,27,33,1kg
410,24-12-2022,Elephant Yam,27,32,38,1kg
411,24-12-2022,Fenugreek Leaves,12,14,17,1kg
412,24-12-2022,French Beans,32,39,45,1kg
413,24-12-2022,Garlic,30,36,43,1kg
414,24-12-2022,Ginger,40,48,57,1kg
415,24-12-2022,Onion Green,39,47,55,1kg
416,24-12-2022,Green Peas,83,100,118,1kg
417,24-12-2022,Ivy Gourd,22,26,31,1kg
418,24-12-2022,Lemon (Lime),50,61,71,1kg
419,24-12-2022,Mango Raw,107,129,152,1kg
420,24-12-2022,Mint Leaves,6,7,8,1kg
421,24-12-2022,Mushroom,93,112,132,1kg
422,24-12-2022,Mustard Leaves,16,19,22,1kg
423,24-12-2022,Ladies Finger,28,34,40,1kg
424,24-12-2022,Pumpkin,27,32,38,1kg
425,24-12-2022,Radish,23,27,33,1kg
426,24-12-2022,Ridge Gourd,26,31,37,1kg
427,24-12-2022,Shallot (Pearl Onion),36,43,51,1kg
428,24-12-2022,Snake Gourd,27,32,38,1kg
429,24-12-2022,Sorrel Leaves,14,17,20,1kg
430,24-12-2022,Spinach,14,17,20,1kg
431,24-12-2022,Sweet Potato,36,43,51,1kg
432,23-12-2022,Onion Big,28,34,40,1kg
433,23-12-2022,Onion Small,30,36,43,1kg
434,23-12-2022,Tomato,24,29,34,1kg
435,23-12-2022,Green Chilli,37,45,52,1kg
436,23-12-2022,Beetroot,40,48,57,1kg
437,23-12-2022,Potato,34,41,48,1kg
438,23-12-2022,Raw Banana (Plantain),7,8,10,1kg
439,23-12-2022,Amaranth Leaves,11,13,15,1kg
440,23-12-2022,Amla,60,72,85,1kg
441,23-12-2022,Ash gourd,25,30,35,1kg
442,23-12-2022,Baby Corn,66,80,94,1kg
443,23-12-2022,Banana Flower,13,16,18,1kg
444,23-12-2022,Capsicum,40,48,57,1kg
445,23-12-2022,Bitter Gourd,32,39,45,1kg
446,23-12-2022,Bottle Gourd,30,36,43,1kg
447,23-12-2022,Butter Beans,70,85,100,1kg
448,23-12-2022,Broad Beans,33,40,47,1kg
449,23-12-2022,Cabbage,29,35,41,1kg
450,23-12-2022,Carrot,32,39,45,1kg
451,23-12-2022,Cauliflower,26,31,37,1kg
452,23-12-2022,Cluster beans,42,50,59,1kg
453,23-12-2022,Coconut,30,36,43,1kg
454,23-12-2022,Colocasia Leaves,15,18,21,1kg
455,23-12-2022,Colocasia,22,26,31,1kg
456,23-12-2022,Coriander Leaves,8,9,11,1kg
457,23-12-2022,Corn,26,31,37,1kg
458,23-12-2022,Cucumber,25,30,35,1kg
459,23-12-2022,Curry Leaves,25,30,35,1kg
460,23-12-2022,Dill Leaves,15,18,21,1kg
461,23-12-2022,Drumsticks,80,97,114,1kg
462,23-12-2022,Brinjal,24,29,34,1kg
463,23-12-2022,Brinjal (Big),25,30,35,1kg
464,23-12-2022,Elephant Yam,30,36,43,1kg
465,23-12-2022,Fenugreek Leaves,12,14,17,1kg
466,23-12-2022,French Beans,32,39,45,1kg
467,23-12-2022,Garlic,49,59,70,1kg
468,23-12-2022,Ginger,41,49,58,1kg
469,23-12-2022,Onion Green,45,54,64,1kg
470,23-12-2022,Green Peas,76,92,108,1kg
471,23-12-2022,Ivy Gourd,22,26,31,1kg
472,23-12-2022,Lemon (Lime),55,66,78,1kg
473,23-12-2022,Mango Raw,104,126,148,1kg
474,23-12-2022,Mint Leaves,7,8,10,1kg
475,23-12-2022,Mushroom,80,97,114,1kg
476,23-12-2022,Mustard Leaves,12,14,17,1kg
477,23-12-2022,Ladies Finger,30,36,43,1kg
478,23-12-2022,Pumpkin,26,31,37,1kg
479,23-12-2022,Radish,23,27,33,1kg
480,23-12-2022,Ridge Gourd,29,35,41,1kg
481,23-12-2022,Shallot (Pearl Onion),36,43,51,1kg
482,23-12-2022,Snake Gourd,30,36,43,1kg
483,23-12-2022,Sorrel Leaves,11,13,15,1kg
484,23-12-2022,Spinach,15,18,21,1kg
485,23-12-2022,Sweet Potato,38,46,54,1kg
486,22-12-2022,Onion Big,28,34,40,1kg
487,22-12-2022,Onion Small,30,36,43,1kg
488,22-12-2022,Tomato,24,29,34,1kg
