,Date,Vegetable,Wholesale Price,Retail Price,Shopping Mall Price,Units
203,08-09-2022,Mango Raw,86,104,122,1kg
204,08-09-2022,Mint Leaves,6,7,8,1kg
205,08-09-2022,Mushroom,78,94,111,1kg
206,08-09-2022,Mustard Leaves,13,16,18,1kg
207,08-09-2022,Ladies Finger,20,24,28,1kg
208,08-09-2022,Pumpkin,20,24,28,1kg
209,08-09-2022,Radish,28,34,40,1kg
210,08-09-2022,Ridge Gourd,29,35,41,1kg
211,08-09-2022,Shallot (Pearl Onion),34,41,48,1kg
212,08-09-2022,Snake Gourd,27,32,38,1kg
213,08-09-2022,Sorrel Leaves,10,12,14,1kg
214,08-09-2022,Spinach,12,14,17,1kg
215,08-09-2022,Sweet Potato,38,46,54,1kg
216,07-09-2022,Onion Big,28,34,40,1kg
217,07-09-2022,Onion Small,32,39,45,1kg
218,07-09-2022,Tomato,33,40,47,1kg
219,07-09-2022,Green Chilli,35,42,50,1kg
220,07-09-2022,Beetroot,35,42,50,1kg
221,07-09-2022,Potato,33,40,47,1kg
222,07-09-2022,Raw Banana (Plantain),10,12,14,1kg
223,07-09-2022,Amaranth Leaves,10,12,14,1kg
224,07-09-2022,Amla,50,61,71,1kg
225,07-09-2022,Ash gourd,26,31,37,1kg
226,07-09-2022,Baby Corn,64,77,91,1kg
227,07-09-2022,Banana Flower,18,22,26,1kg
228,07-09-2022,Capsicum,34,41,48,1kg
229,07-09-2022,Bitter Gourd,39,47,55,1kg
230,07-09-2022,Bottle Gourd,26,31,37,1kg
231,07-09-2022,Butter Beans,72,87,102,1kg
232,07-09-2022,Broad Beans,45,54,64,1kg
233,07-09-2022,Cabbage,21,25,30,1kg
234,07-09-2022,Carrot,43,52,61,1kg
235,07-09-2022,Cauliflower,26,31,37,1kg
236,07-09-2022,Cluster beans,35,42,50,1kg
237,07-09-2022,Coconut,32,39,45,1kg
238,07-09-2022,Colocasia Leaves,14,17,20,1kg
239,07-09-2022,Colocasia,22,26,31,1kg
240,07-09-2022,Coriander Leaves,8,9,11,1kg
241,07-09-2022,Corn,26,31,37,1kg
242,07-09-2022,Cucumber,20,24,28,1kg
243,07-09-2022,Curry Leaves,28,34,40,1kg
244,07-09-2022,Dill Leaves,14,17,20,1kg
245,07-09-2022,Drumsticks,40,48,57,1kg
246,07-09-2022,Brinjal,27,32,38,1kg
247,07-09-2022,Brinjal (Big),29,35,41,1kg
248,07-09-2022,Elephant Yam,25,30,35,1kg
249,07-09-2022,Fenugreek Leaves,8,9,11,1kg
250,07-09-2022,French Beans,50,61,71,1kg
251,07-09-2022,Garlic,72,87,102,1kg
252,07-09-2022,Ginger,40,48,57,1kg
253,07-09-2022,Onion Green,43,52,61,1kg
254,07-09-2022,Green Peas,79,95,112,1kg
255,07-09-2022,Ivy Gourd,27,32,38,1kg
256,07-09-2022,Lemon (Lime),53,64,75,1kg
257,07-09-2022,Mango Raw,86,104,122,1kg
258,07-09-2022,Mint Leaves,6,7,8,1kg
259,07-09-2022,Mushroom,78,94,111,1kg
260,07-09-2022,Mustard Leaves,13,16,18,1kg
261,07-09-2022,Ladies Finger,20,24,28,1kg
262,07-09-2022,Pumpkin,20,24,28,1kg
263,07-09-2022,Radish,28,34,40,1kg
264,07-09-2022,Ridge Gourd,29,35,41,1kg
265,07-09-2022,Shallot (Pearl Onion),34,41,48,1kg
266,07-09-2022,Snake Gourd,27,32,38,1kg
267,07-09-2022,Sorrel Leaves,10,12,14,1kg
268,07-09-2022,Spinach,12,14,17,1kg
269,07-09-2022,Sweet Potato,38,46,54,1kg
270,06-09-2022,Onion Big,28,34,40,1kg
271,06-09-2022,Onion Small,32,39,45,1kg
272,06-09-2022,Tomato,33,40,47,1kg
273,06-09-2022,Green Chilli,35,42,50,1kg
274,06-09-2022,Beetroot,35,42,50,1kg
275,06-09-2022,Potato,33,40,47,1kg
276,06-09-2022,Raw Banana (Plantain),10,12,14,1kg
277,06-09-2022,Amaranth Leaves,10,12,14,1kg
278,06-09-2022,Amla,50,61,71,1kg
279,06-09-2022,Ash gourd,26,31,37,1kg
280,06-09-2022,Baby Corn,64,77,91,1kg
281,06-09-2022,Banana Flower,18,22,26,1kg
282,06-09-2022,Capsicum,34,41,48,1kg
283,06-09-2022,Bitter Gourd,39,47,55,1kg
284,06-09-2022,Bottle Gourd,26,31,37,1kg
285,06-09-2022,Butter Beans,72,87,102,1kg
286,06-09-2022,Broad Beans,45,54,64,1kg
287,06-09-2022,Cabbage,21,25,30,1kg
288,06-09-2022,Carrot,43,52,61,1kg
289,06-09-2022,Cauliflower,26,31,37,1kg
290,06-09-2022,Cluster beans,35,42,50,1kg
291,06-09-2022,Coconut,32,39,45,1kg
292,06-09-2022,Colocasia Leaves,14,17,20,1kg
293,06-09-2022,Colocasia,22,26,31,1kg
294,06-09-2022,Coriander Leaves,8,9,11,1kg
295,06-09-2022,Corn,26,31,37,1kg
296,06-09-2022,Cucumber,20,24,28,1kg
297,06-09-2022,Curry Leaves,28,34,40,1kg
298,06-09-2022,Dill Leaves,14,17,20,1kg
299,06-09-2022,Drumsticks,40,48,57,1kg
300,06-09-2022,Brinjal,27,32,38,1kg
301,06-09-2022,Brinjal (Big),29,35,41,1kg
302,06-09-2022,Elephant Yam,25,30,35,1kg
303,06-09-2022,Fenugreek Leaves,8,9,11,1kg
304,06-09-2022,French Beans,50,61,71,1kg
305,06-09-2022,Garlic,72,87,102,1kg
306,06-09-2022,Ginger,40,48,57,1kg
307,06-09-2022,Onion Green,43,52,61,1kg
308,06-09-2022,Green Peas,79,95,112,1kg
309,06-09-2022,Ivy Gourd,27,32,38,1kg
310,06-09-2022,Lemon (Lime),53,64,75,1kg
311,06-09-2022,Mango Raw,86,104,122,1kg
312,06-09-2022,Mint Leaves,6,7,8,1kg
313,06-09-2022,Mushroom,78,94,111,1kg
314,06-09-2022,Mustard Leaves,13,16,18,1kg
315,06-09-2022,Ladies Finger,20,24,28,1kg
316,06-09-2022,Pumpkin,20,24,28,1kg
317,06-09-2022,Radish,28,34,40,1kg
318,06-09-2022,Ridge Gourd,29,35,41,1kg
319,06-09-2022,Shallot (Pearl Onion),34,41,48,1kg
320,06-09-2022,Snake Gourd,27,32,38,1kg
321,06-09-2022,Sorrel Leaves,10,12,14,1kg
322,06-09-2022,Spinach,12,14,17,1kg
323,06-09-2022,Sweet Potato,38,46,54,1kg
324,05-09-2022,Onion Big,25,30,35,1kg
325,05-09-2022,Onion Small,31,37,44,1kg
326,05-09-2022,Tomato,26,31,37,1kg
327,05-09-2022,Green Chilli,40,48,57,1kg
328,05-09-2022,Beetroot,32,39,45,1kg
329,05-09-2022,Potato,33,40,47,1kg
330,05-09-2022,Raw Banana (Plantain),7,8,10,1kg
331,05-09-2022,Amaranth Leaves,9,10,13,1kg
332,05-09-2022,Amla,50,61,71,1kg
333,05-09-2022,Ash gourd,22,26,31,1kg
334,05-09-2022,Baby Corn,71,86,101,1kg
335,05-09-2022,Banana Flower,14,17,20,1kg
336,05-09-2022,Capsicum,32,39,45,1kg
337,05-09-2022,Bitter Gourd,39,47,55,1kg
338,05-09-2022,Bottle Gourd,29,35,41,1kg
339,05-09-2022,Butter Beans,70,85,100,1kg
340,05-09-2022,Broad Beans,37,45,52,1kg
341,05-09-2022,Cabbage,26,31,37,1kg
342,05-09-2022,Carrot,44,53,63,1kg
343,05-09-2022,Cauliflower,29,35,41,1kg
344,05-09-2022,Cluster beans,31,37,44,1kg
345,05-09-2022,Coconut,33,40,47,1kg
346,05-09-2022,Colocasia Leaves,10,12,14,1kg
347,05-09-2022,Colocasia,27,32,38,1kg
348,05-09-2022,Coriander Leaves,11,13,15,1kg
349,05-09-2022,Corn,28,34,40,1kg
350,05-09-2022,Cucumber,26,31,37,1kg
351,05-09-2022,Curry Leaves,30,36,43,1kg
352,05-09-2022,Dill Leaves,10,12,14,1kg
353,05-09-2022,Drumsticks,40,48,57,1kg
354,05-09-2022,Brinjal,29,35,41,1kg
355,05-09-2022,Brinjal (Big),26,31,37,1kg
356,05-09-2022,Elephant Yam,27,32,38,1kg
357,05-09-2022,Fenugreek Leaves,8,9,11,1kg
358,05-09-2022,French Beans,51,62,72,1kg
359,05-09-2022,Garlic,71,86,101,1kg
360,05-09-2022,Ginger,41,49,58,1kg
361,05-09-2022,Onion Green,35,42,50,1kg
362,05-09-2022,Green Peas,79,95,112,1kg
363,05-09-2022,Ivy Gourd,28,34,40,1kg
364,05-09-2022,Lemon (Lime),57,69,81,1kg
365,05-09-2022,Mango Raw,87,105,124,1kg
366,05-09-2022,Mint Leaves,5,6,7,1kg
367,05-09-2022,Mushroom,72,87,102,1kg
368,05-09-2022,Mustard Leaves,18,22,26,1kg
369,05-09-2022,Ladies Finger,22,26,31,1kg
370,05-09-2022,Pumpkin,22,26,31,1kg
371,05-09-2022,Radish,30,36,43,1kg
372,05-09-2022,Ridge Gourd,29,35,41,1kg
373,05-09-2022,Shallot (Pearl Onion),34,41,48,1kg
374,05-09-2022,Snake Gourd,30,36,43,1kg
375,05-09-2022,Sorrel Leaves,10,12,14,1kg
376,05-09-2022,Spinach,14,17,20,1kg
377,05-09-2022,Sweet Potato,38,46,54,1kg
378,04-09-2022,Onion Big,27,32,38,1kg
379,04-09-2022,Onion Small,32,39,45,1kg
380,04-09-2022,Tomato,26,31,37,1kg
381,04-09-2022,Green Chilli,34,41,48,1kg
382,04-09-2022,Beetroot,32,39,45,1kg
383,04-09-2022,Potato,33,40,47,1kg
